label	sentence
0	- The fact that the Member＊s personal data will be destroyed or separately stored
0	- Date and time of destruction
0	- The items of personal data to be destroyed
0	Notifications may be sent through email or other similar method.
0	As an exception, the information below may be maintained even after a year of inactivity.
0	- Where a Member and an information and communications service provider (e.g., the Company) enters into a separate agreement regarding the period of retention of personal data.
0	- Where the retention is required by applicable law or regulation
0	- For the prevention of fraudulent activities, emails of the deleted accounts will be encrypted with one-way password that renders decryption impossible and will be kept for 3 months, during which sign-ups are restricted.
0	- Once the 3-months period as explained above is over, the emails will be destroyed immediately.
0	Article 6 Operation of cookies
0	The Company uses cookies to save and occasionally search through data related to Members
0	Cookies are small text files sent from website servers to the user＊s computer browser (e.g., Internet Explorer, Safari, Chrome, Firefox)
0	Cookies identify the computers used by the Members but do not identify the individual Members themselves.
0	(1) Operation of cookies
4	Provide differentiated information depending on the individual＊s area of interest.
4	Engage in targeted marketing by determining the Members＊ preferences and areas of interesting based on an analysis of how often Members and non-Members visited the website and/or used the Service.
4	Provide personalized service to Members on their next visit/use by tracking content that the Members showed an interest in.
4	Use as criteria in deciding whether and how to improve the Service by analyzing the customers＊ habits.
0	(2) Members＊ options regarding cookies
0	By adjusting the web browser, the Members can choose whether to accept all cookies, to be notified when cookies are installed, or deny all cookies; provided, however, if a Member refuses to install cookies, he/she cannot use some of the services that require the Member to log in.
0	Below are the steps for changing the settings for installation of cookies on Internet Explorer:
0	Ｋ Under the [Tools] menu, select [Internet Options].
0	Ｌ Click the [Privacy] tab.
0	Ｍ In the [Settings] section in the [Privacy] tab, the user can select the cookies setting by moving the slider
0	(Moving the slider to the top will block cookies from all websites and moving the slider to the bottom will allow cookies from all websites.)
0	(3) Cookies will expire once the user closes the browser or logs out of the browser.
0	Article 7 Technical/administrative measures for protecting personal data
0	(1) In processing personal data, the Company may take reasonable safety measures to ensure that personal data is not lost, stolen, leaked, altered, or damaged
0	The Company may use the following technical measures for such purpose.
0	Ｋ A Member＊s personal data is protected by password and encrypted information
0	Even with these safety measures, there is still a high possibility that a Member＊s password or personal data may be leaked to others if a Member accesses the Internet in a public area or through other means
0	As such, what is most important is to thoroughly protect the personal data of the Members as much as possible
0	Therefore, all Members should also be careful not to leak or provide their personal data to others, and take responsibility in managing their personal data
0	The Company is not responsible for problems that may arise from the Member＊s own negligence or the inherent dangers of using the internet.
0	Ｌ Fundamentally, the Members＊ personal data is protected by password and encrypted information
0	Files and transferred data are encrypted and important data is protected by separate security features.
0	Ｍ The Company uses anti-virus software to prevent damages that arise from computer viruses and regularly updates the software.
0	Ｎ To prevent leakage or damage of Members＊ personal data from hackings, computer viruses, and other sources of intrusion, the Company maintains a 24-hour intrusion detection and intrusion prevention system that monitors possible threats from outside sources.
0	(2) The Company recognizes the importance of protecting personal data, so we limit the number of employees who process personal data to only those that are necessary
0	The Chief Privacy Officer (CPO) regularly educates/trains these employees to ensure the protection of the Members＊ personal data
0	Also, the Company regularly reviews the relevant employees＊ compliance with the provisions of this Privacy Policy, and where a violation is found, the Company orders the employees to correct/improve the violation and take any other necessary measures.
0	Article 8 Feedback and complaints
0	The Company operates a customer service center in order to facilitate communications with Members regarding any feedback or complaints they may have regarding the protection of their personal data.
0	In Korea, if a dispute arises between the Member and the Company with respect to personal data-related matters, the Member may contact any one of the following agencies and seek consultation regarding a possible privacy violation.
0	Agency Website Address (URL) Phone Number
0	Korea Internet & Security Agency http://privacy.kisa.or.kr 118
0	Personal Information Dispute Mediation Committee http://www.kopico.go.kr 1833-6972
0	Cyber Criminal Investigation, Supreme Prosecutor＊s Office http://www.spo.go.kr 1303
0	Cyber Terror Response Center of the National Police Agency http://cyber.go.kr 182
0	Article 9 Chief Privacy Officer
0	(1) The Company has designated a Chief Privacy Officer as below, and the Company＊s internal department responsible for managing matters related to the processing of personal data always puts forth its best efforts to protect your valued personal data.
5	Any Member who has any questions, comments, or complaints relating to his/her personal data, please reach out to one of the contacts listed below through email or by phone. The Company will make every effort to respond promptly and with sincerity.
5	nan
0	Chief Privacy Officer
0	Name (Position) Bae Sang Hun (CPO)
0	Phone Number (+82)-2-2097-1830
0	nan
0	Department responsible for processing complaints
0	Name of Department Service Operations Department
0	Phone Number (+82)-2-2097-1830
0	Article 10 Outsourcing of the processing of personal data
0	In order to provide the Service to the Members, carry out the Service agreements entered into with the Members, and promote the convenience of the Members, the Company outsources the processing of the Members＊ personal data to Korean and foreign third-party service providers (※Outsourced Processors§) specializing in data processing where necessary and within the scope disclosed under this Privacy Policy.
0	1) Outsourcing of processing to Korean third-party service providers:
0	Outsourced Processor Tasks that are outsourced
0	DMC System Co., Ltd
0	Customer service center system operation and customer consultation
0	Hanaro TNS Co., Ltd
0	CJ Logistics Corporation Delivery service
0	Korea Post Delivery service
0	NHN KCP Corp
0	Processing of credit card payments
0	Processing of credit card payments
0	Amazon Web Services, Inc
0	Cloud server operation and management
0	Outsourcing of SMS text messaging
0	Sale of event products for service members
0	2) Outsourcing of processing to foreign third-party service providers (i.e., cross-border transfer of personal data):
0	Recipient Country where personal data is transferred Date, time and method of transfer Items of personal data that are transferred Purpose of use; retention/use period
0	Zendesk USA Transmitted via the network when a 1:1 customer inquiry is registered and/or email is sent
0	Collected Items listed in Article 1 above Used to process customer complaints and is retained until membership withdrawal or termination/ expiration of the outsourcing agreement.
0	Amplitude USA Transmitted via the network when the Member uses the Service
0	Items listed as ※Generated Information§ in Article 1 above Used to improve the Service through big data analysis and is retained until membership withdrawal or termination/expiration of the outsourcing agreement.
0	Paypal USA Transmitted via the network when the Member uses the Service
0	Collected Items listed in Article 1 above Used to process foreign currency payments and is retained until membership withdrawal or termination/expiration of the outsourcing agreement.
0	Twilio USA Transmitted via network during sign-ups Emails listed in Article 1 above
0	Mobile phone numbers listed in Article 1 above Used to process sign-ups, product purchases, outsourcing of SMS text messaging to users, account deletions, or termination/expiration of the outsourcing agreement.
0	When entering into an outsourcing agreement with an Outsourced Processor, the Company makes sure that the following provisions are included in the agreement: prohibition on processing personal information for purposes outside the initial scope of processing tasks that were outsourced, technical and managerial safeguards, restrictions on subcontracting by the Outsourced Processor, matters relating to the supervision of the Outsourced Processor, and liability for damages that may arise out of a violation of the Outsourced Processor＊s obligations
0	The Company also supervises the Outsourced Processor to ensure that it securely processes the personal data.
0	If there are any changes to the tasks to be outsourced or the list of Outsourced Processors, they will be reflected in this Privacy Policy without delay.
0	Article 11 Notification obligation
0	This Privacy Policy was promulgated on June 3, 2019
0	Any changes (e.g., addition, deletion or revision) to this Privacy Policy pursuant to amendments in the Company＊s or Korean government＊s policy will be notified in advance to the Members on the Company＊s website
0	For material changes that may significantly impact the Members＊ rights, notice will be given 30 days prior to the scheduled effective date of such changes.
0	Privacy Policy version number: V1.5
0	Effective date: 2019
0	Previous Privacy Policy v1.4(Effective date 2019.06.21)
0	Previous Privacy Policy v1.3 (Effective date 2019.06.03)
0	BeNX Corporation (hereinafter referred to as the ※Company§) holds the personal data of its Weverse service (hereinafter referred to as the ※Service§) users (hereinafter referred to as the ※Members§) to the upmost importance
0	Therefore, the Company has a strict privacy policy
0	Through this privacy policy (hereinafter referred to as the ※Privacy Policy§), we inform our Members of the purpose and manner for which their personal data is being used and security measures the Company implements to safeguard the personal data
0	This Privacy Policy may be amended pursuant to changes in the applicable laws, regulations, and/or the Company＊s policy, so please check the Privacy Policy from time to time for possible changes when using the Service.
0	Article 1 Purpose of collecting and using personal data
1	The following personal data is collected by the Company from the Members when they sign up for or use the Service.
1	Classification Purpose of collection/use Items of personal data collected/used (collectively, ※Collected Items§)
1	Required Information Registration, service use and consultation, preventing and checking for illegal use, instructions regarding refunds and recalls ID (email), password, nickname, name, nationality (Korean/Foreigner)
1	Generated Information Service use and consultation, preventing and checking for illegal use, statistics/analysis Cookies, service use history (record of website visits, IP, history of unacceptable uses), device information (device identification number, OS version), purchase history
1	Additional Information User verification to confirm and prevent repeated fraudulent purchase/usage such as repeated purchase/usage when purchasing/using the products
1	Name, mobile phone number, gender (optional)
1	Optional information Sending advertisements about the service
2	The Company collects personal data of the Members as above, but it does not collect sensitive personal data (e.g., race and ethnicity, ideology and beliefs, birthplace and domicile, political views and criminal record, health status and sex life) that may infringe upon the basic human rights of the Members and particular identification data.
0	Ｍ The Company asks for permission to access the stored data or functions within a Member＊s mobile device when the Members use the Service through a mobile application
0	When required, the Company asks for such permission in the form of either access that is necessary no matter what to provide the Service and access that is not, which can later be changed by the Member through the ※Settings§ option on their mobile device.
0	Ｎ The Service is not intended for children (i.e., under 14 years old for Koreans and under 16 years old for foreigners)
0	If the Company becomes aware that the collected personal data is from a child, we will delete the personal data and close the subject user＊s account
5	If you believe that the Company has collected personal data from a child, please contact privacy@weverse.io.
0	Article 2 Use of personal data for purposes not consented to by members and provision of personal data to third parties
1	The Company does not provide personal data of the Members to third parties; provided, however, this is not the case if otherwise provided for in an applicable law or the Member＊s consent is obtained.
0	Article 3 The rights of the data subject
0	Ｋ Members can login to the Service and view/change their personal data through the MY > MY DATA section; provided, however, their ID (i.e., email) cannot be changed.
0	Ｌ In accordance with the restrictions and requirements under the relevant laws and regulations, the Members may exercise their rights relating to their personal data against the Company
10	For example, in Korea, a Member may request the Company to 
0	Ｍ Data subjects may exercise their rights set forth in this Article by contacting support@weverse.io or privacy@weverse.io
0	Article 4 Retention/use period of personal information
3	In principle, if the Company collects a Member＊s personal data, the personal data is retained from the time of sign up until the cancellation of the Member＊s account (including cancellation requested by the Member and cancellation by the Company itself based on its direct authority).
3	When a member terminates his/her account, the Company shall destroy the Member＊s personal data so it cannot be viewed or used; provided, however, in circumstances where the personal data is required to achieve the Company＊s purposes of collection/use and/or where retaining the personal data is required or permitted by law, the Company may retain the Member＊s personal data even after his/her account is terminated
0	For example, under the relevant Korean laws such as the Commercial Act, Act on Consumer Protection in Electronic Commerce (※E-Commerce Act§), Electronic Financial Transactions Act, Specialized Credit Finance Business Act, Framework Act on National Taxes, Corporate Tax Act, and the Value-Added Tax Act, and the Service＊s internal regulations
3	, information that can be used to identify a transacting party (e.g., name, address) and information that can be used to verify the rights and obligations of the transacting party with respect to the transaction may be retained by the Company even if the Member withdraws his/her consent to the use of the Service. Transaction records shall be retained as follows
0	Ｋ Records relating to advertisement and labelling
0	- Grounds for retention: E-Commerce Act
3	Duration of retention: six months
0	Ｌ Records relating to contracts, cancellation of service, etc.
0	- Grounds for retention: E-Commerce Act
3	Duration of retention: five years
0	Ｍ Records relating to payment settlement and supply of goods
0	- Grounds for preservation: E-Commerce Act
3	Duration of retention: five years
0	Ｎ Records relating to processing of consumer complaints and dispute resolution
0	- Grounds for retention: E-Commerce Act
3	Duration of retention: three years
0	Ｏ Information requested by an investigative agency pursuant to a search and seizure warrant
0	- Grounds for retention: Protection of Communication Secrets Act
3	 Duration of retention: six months
0	Article 5 Procedure and method for destroying personal data
0	In principle, once the personal data＊s purpose of collection/use is achieved, the Company destroys the subject personal data without delay in accordance with the respective retention/use period
0	The procedure, method, and time for destroying personal data are as follows:
0	(1) Procedures for destroying personal data
0	Ｋ In the event that data provided by a Member when he/she signed up for membership must be retained or is permitted to be retained under an applicable law or regulation even after the purpose of collection/use is achieved, the data will be transferred to a separate database (if the data is provided in the form of a paper document, a separate filing cabinet), and destroyed after being retained for a certain period under the Company＊s internal policy and other relevant regulations (see Article 4 (Retention/use period of personal data) above).
0	Ｌ The personal data that is moved to the separate database will not be used for purposes other than required or permitted by law.
0	(2) Methods for destroying personal data
0	Ｋ If stored in the form of electronic files, the personal data will be destroyed by technical means so that the records cannot be reproduced.
0	Ｌ If printed on paper, the personal data will be destroyed by shredding or incinerating the paper documents.
0	(3) Methods for destroying personal data of inactive accounts
0	Pursuant to Article 12 of Weverse＊s Terms of Use, if a Member does not use the Service for at least one year, the Member＊s inactive account may be terminated and the Member＊s personal data may be destroyed.
0	The Company will notify Members at least 30 days prior to terminating an inactive account, and the notice will contain the following information:
0	- The fact that the Member＊s personal data will be destroyed or separately stored
0	- Date and time of destruction
0	- The items of personal data to be destroyed
0	Notifications may be sent through email or other similar method.
0	As an exception, the information below may be maintained even after a year of inactivity.
0	- Where a Member and an information and communications service provider (e.g., the Company) enters into a separate agreement regarding the period of retention of personal data.
0	- Where the retention is required by applicable law or regulation
0	- For the prevention of fraudulent activities, emails of the deleted accounts will be encrypted with one-way password that renders decryption impossible and will be kept for 3 months, during which sign-ups are restricted.
0	- Once the 3-months period as explained above is over, the emails will be destroyed immediately.
0	Article 6 Operation of cookies
4	The Company uses cookies to save and occasionally search through data related to Members.
0	 Cookies are small text files sent from website servers to the user＊s computer browser (e.g., Internet Explorer, Safari, Chrome, Firefox)
0	Cookies identify the computers used by the Members but do not identify the individual Members themselves.
4	Operation of cookies
0	Ｋ Provide differentiated information depending on the individual＊s area of interest.
0	Ｌ Engage in targeted marketing by determining the Members＊ preferences and areas of interesting based on an analysis of how often Members and non-Members visited the website and/or used the Service.
0	Ｍ Provide personalized service to Members on their next visit/use by tracking content that the Members showed an interest in.
0	Ｎ Use as criteria in deciding whether and how to improve the Service by analyzing the customers＊ habits.
0	(2) Members＊ options regarding cookies
0	By adjusting the web browser, the Members can choose whether to accept all cookies, to be notified when cookies are installed, or deny all cookies; provided, however, if a Member refuses to install cookies, he/she cannot use some of the services that require the Member to log in.
0	Below are the steps for changing the settings for installation of cookies on Internet Explorer:
0	Ｋ Under the [Tools] menu, select [Internet Options].
0	Ｌ Click the [Privacy] tab.
0	Ｍ In the [Settings] section in the [Privacy] tab, the user can select the cookies setting by moving the slider
0	(Moving the slider to the top will block cookies from all websites and moving the slider to the bottom will allow cookies from all websites.)
0	(3) Cookies will expire once the user closes the browser or logs out of the browser.
0	Article 7 Technical/administrative measures for protecting personal data
0	(1) In processing personal data, the Company may take reasonable safety measures to ensure that personal data is not lost, stolen, leaked, altered, or damaged
0	The Company may use the following technical measures for such purpose.
0	Ｋ A Member＊s personal data is protected by password and encrypted information
0	Even with these safety measures, there is still a high possibility that a Member＊s password or personal data may be leaked to others if a Member accesses the Internet in a public area or through other means
0	As such, what is most important is to thoroughly protect the personal data of the Members as much as possible
0	Therefore, all Members should also be careful not to leak or provide their personal data to others, and take responsibility in managing their personal data
0	The Company is not responsible for problems that may arise from the Member＊s own negligence or the inherent dangers of using the internet.
0	Ｌ Fundamentally, the Members＊ personal data is protected by password and encrypted information
0	Files and transferred data are encrypted and important data is protected by separate security features.
0	Ｍ The Company uses anti-virus software to prevent damages that arise from computer viruses and regularly updates the software.
0	Ｎ To prevent leakage or damage of Members＊ personal data from hackings, computer viruses, and other sources of intrusion, the Company maintains a 24-hour intrusion detection and intrusion prevention system that monitors possible threats from outside sources.
0	(2) The Company recognizes the importance of protecting personal data, so we limit the number of employees who process personal data to only those that are necessary
0	The Chief Privacy Officer (CPO) regularly educates/trains these employees to ensure the protection of the Members＊ personal data
0	Also, the Company regularly reviews the relevant employees＊ compliance with the provisions of this Privacy Policy, and where a violation is found, the Company orders the employees to correct/improve the violation and take any other necessary measures.
0	Article 8 Feedback and complaints
0	The Company operates a customer service center in order to facilitate communications with Members regarding any feedback or complaints they may have regarding the protection of their personal data.
5	In Korea, if a dispute arises between the Member and the Company with respect to personal data-related matters, the Member may contact any one of the following agencies and seek consultation regarding a possible privacy violation.
0	Agency Website Address (URL) Phone Number
0	Korea Internet & Security Agency http://privacy.kisa.or.kr 118
0	Personal Information Dispute Mediation Committee http://www.kopico.go.kr 1833-6972
0	Cyber Criminal Investigation, Supreme Prosecutor＊s Office http://www.spo.go.kr 1303
0	Cyber Terror Response Center of the National Police Agency http://cyber.go.kr 182
0	Article 9 Chief Privacy Officer
0	(1) The Company has designated a Chief Privacy Officer as below, and the Company＊s internal department responsible for managing matters related to the processing of personal data always puts forth its best efforts to protect your valued personal data.
5	Any Member who has any questions, comments, or complaints relating to his/her personal data, please reach out to one of the contacts listed below through email or by phone. 
0	The Company will make every effort to respond promptly and with sincerity.
0	Chief Privacy Officer
0	Name (Position) Bae Sang Hun (CPO)
0	Phone Number (+82)-2-2097-1830
0	Department responsible for processing complaints
0	Name of Department Service Operations Department
0	Phone Number (+82)-2-2097-1830
0	Article 10 Outsourcing of the processing of personal data
1	In order to provide the Service to the Members, carry out the Service agreements entered into with the Members, and promote the convenience of the Members, 
0	1) Outsourcing of processing to Korean third-party service providers:
0	Outsourced Processor Tasks that are outsourced
0	DMC System Co., Ltd
0	Customer service center system operation and customer consultation
0	Amazon Web Services, Inc
0	Cloud server operation and management
0	Outsourcing of SMS text messaging
0	2) Outsourcing of processing to foreign third-party service providers (i.e., cross-border transfer of personal data):
0	Recipient Country where personal data is transferred Date, time and method of transfer Items of personal data that are transferred Purpose of use; retention/use period
0	Zendesk USA Transmitted via the network when a 1:1 customer inquiry is registered and/or email is sent
3	Collected Items listed in Article 1 above Used to process customer complaints and is retained until membership withdrawal or termination/ expiration of the outsourcing agreement.
0	Amplitude USA Transmitted via the network when the Member uses the Service
3	Items listed as ※Generated Information§ in Article 1 above Used to improve the Service through big data analysis and is retained until membership withdrawal or termination/expiration of the outsourcing agreement.
0	Twilio USA Transmitted via network during sign-ups Emails listed in Article 1 above
3	Mobile phone numbers listed in Article 1 above Used to process sign-ups, product purchases, 
0	When entering into an outsourcing agreement with an Outsourced Processor, the Company makes sure that the following provisions are included in the agreement: prohibition on processing personal information for purposes outside the initial scope of processing tasks that were outsourced, technical and managerial safeguards, restrictions on subcontracting by the Outsourced Processor, matters relating to the supervision of the Outsourced Processor, and liability for damages that may arise out of a violation of the Outsourced Processor＊s obligations
0	The Company also supervises the Outsourced Processor to ensure that it securely processes the personal data.
0	If there are any changes to the tasks to be outsourced or the list of Outsourced Processors, they will be reflected in this Privacy Policy without delay.
0	Article 11 Notification obligation
0	This Privacy Policy was promulgated on June 3, 2019
0	Any changes (e.g., addition, deletion or revision) to this Privacy Policy pursuant to amendments in the Company＊s or Korean government＊s policy will be notified in advance to the Members on the Company＊s website
0	For material changes that may significantly impact the Members＊ rights, notice will be given 30 days prior to the scheduled effective date of such changes.
0	Privacy Policy version number: V1.3
0	Effective date: 2019
0	Previous Privacy Policy v1.2 (Effective date 2019.06.21)
0	Previous Privacy Policy v1.1 (Effective date 2019.06.11)
0	Updated on : 15 March, 2019
0	We, 0.1% (0.1percent Inc.) regards your information significant and release this Privacy Statement to inform you what information we collect and how we use it to personalize and continually improve you experience.
0	This Privacy Statement applies to 01percent.net website and its services which collect data from you and does not apply to the product or service that which does not link to this statement or has its privacy statement respectively.
0	Information We Collect
2	We do not collect Personal Information
0	Personal Information is information that identifies you or another person, such as your first name and last name, physical addresses, email addresses, telephone, fax, SSN, information stored within your device.
2	We collect your non-personal information when you visit our website or using our mobile service, including your device information, operation system, access log. 
0	Information you provide
1	We may collect your information when you communicate with us or you give us.
0	How We Use Information
0	We do not store Personal Information and therefore we do not disclose your Personal Information.
0	We do not sell, trade, or otherwise transfer to outside parties your information
0	We do not combine Non-Personal Information with Personal Information (such as combining your name with your unique User Device number)
4	We use Non-personal information only for our cross promotion.
4	nan
4	We will access, use or disclose your information with other organizations or entities for reasons that required by any applicable law, regulation, legal process or enforceable governmental request; detect, prevent, or otherwise fraud, security or technical issues; protect against harm to the rights, property or safety of 0.1%, our users or the public as required or permitted by law.
0	Data Controller and Data Processor
0	In accordance with GDPR, we set our duty on data controller and data processor
0	Data controllers decide the purposes and means of any processing of personal data
0	Similar to what's already in place for data protection law today, data controllers will have to adopt compliance measures to cover how data is collected, what it is being used for, how long it is being retained for and ensure that people have a right to access the data held about them
0	Data processors handle personal data on behalf of a data controller
0	Certain obligations now apply directly to data processors, and controllers must bind them to certain contractual commitments to ensure that data is processed safely and legally.
0	0.1% is very concerned about safeguarding the confidentiality of your information
0	We do not collect Personal Information, and we employ administrative, physical and electronic measures designed to protect your Non-Personal Information from unauthorized access and use
0	Please be aware that no security measures that we take to protect your information is absolutely guaranteed to avoid unauthorized access or use of your Non-Personal Information which is impenetrable.
0	Dispose Non-personal information
3	The non-personal information is automatically destroyed when you do not access our website or our services for 6 months. 
0	Once the data is disposed, it cannot be restored.
0	We ask that you not send us, and you not disclose, any sensitive Personal Information (e.g., information related to racial or ethnic origin, political opinions, religion or other beliefs, health, sexual orientation, criminal background or membership in past organizations, including trade union memberships) on or through an Application, the Services or the Site or otherwise to us.
0	We do not provide service focus on Children
0	If you are under 18, you may use our website when you are with a parent or guardian.
5	If you have any questions or comments about this Policy or our privacy practices, or to report any violations of the Policy or abuse of the Services or the Site, please contact us at help0.1percent@gmail.com
0	Our Privacy Policy may change which will not reduce your rights under this Privacy Policy from time to time, we will post any privacy policy changes on this page, so please review it periodically
0	If you do not agree to any modifications to this Policy, your could immediately stop all use of all the Services
0	Your continued use of the Site following the posting of any modifications to this Policy will constitute your acceptance of the revised Policy
0	Please note that none of our employees or agents has the authority to vary any of our Policies.
0	? 2017 - 0.1percent Inc.
0	Effective Date: May 15, 2019
0	Jam City Germany GmbH (※Jam City§, ※we,§ ※us,§ or ※our§) provides this Privacy Policy to inform you of our policies and procedures regarding the collection, use and disclosure of Personal Data we obtain about users of our games, websites, applications, and other services we provide (collectively, the ※Services§).
0	  The term ※Personal Data§ shall have the meaning assigned to the terms ※personal data§ and/or ※personal information§ under applicable laws.
0	  This Privacy Policy may be updated from time to time
0	We will notify you of any material changes by posting the new Privacy Policy on the primary access points to the Services or as otherwise required by applicable law
0	You should consult this Privacy Policy regularly for any changes.
0	  Personal Data
0	  In the course of using the Services, you may provide us with Personal Data either directly or indirectly.
0	  Data we receive directly:
1	When you register for the Services as a registered user, we may collect the following Personal Data from you directly: your name, email address, zip code/postal code and user name.
1	We also may receive Personal Data from other third parties if you sign-up to use the Services via certain third-party social networking sites (each a ※Social Networking Service§). 
1	In this case, we may receive and use Personal Data you have provided to such Social Networking Services and made available via your account privacy settings. 
1	In this regard, we may choose to collect the following Personal Data: your name, profile picture, friends list, IP address, Facebook and other unique IDs and email address.
0	  Where applicable, the If you do not provide us the relevant Personal Data, you may not be able to use our Services completely.
0	  Data we receive when you use the Services:
1	We also may collect the following Personal Data from our website or your device when you are using the Services or are navigating to the Services from other (third party) websites: certain information about your computer or mobile device including operating system, software version,  Internet protocol (IP) address, user settings, MAC address, cookie identifiers, mobile carrier, mobile advertising and other unique identifiers, language, details about your browser, location information (including inferred location based off your IP address), Internet service provider, pages that you visit before, during and after using the Services, information about the links you click, and other information about how you use the Services. Information we collect may be associated with your account and the devices you use.
0	nan
0	    Purchase Data:
0	  If you choose to purchase any virtual goods as part of your use of the Services, to the exten
0	    Purpose of the Processing
4	We process Personal Data for a variety of business purposes, including
4	  To Provide Products, Services, or Information Requested including to manage user information and accounts; respond to questions, comments, and other requests; provide access to certain areas, functionalities, and features of our Services; answer requests for customer or technical support; and allow you to register for events.
4	  For Administrative Purposes including to measure interest and engagement on our Services; conduct research and development; improve or develop new products and Services; ensure internal quality control; verify an individual＊s identity; communicate with you about your account, activities on our Services and policy changes; process your financial information and other payment methods for products or Services purchased; process applications and transactions; prevent potentially prohibited or illegal activities; and enforce our terms.
4	  To Market Our Products and Services including to provide you with materials about offers, products, and Services that may be of interest, including new content or Services
4	We may provide you with these materials as permitted by applicable law
4	Such uses include to tailor content, advertisements, and offers; to notify you about offers, products, and services that may be of interest to you; to provide Services to you and our sponsors; and other purposes you consent to or are disclosed when you provide Personal Data.
4	  If you decide at any time that you no longer wish to receive such communications from us, please follow the unsubscribe instructions provided in any of our email communications to you.
4	  To Communicate with You including to collect Personal Data from you such as email address, phone number, or mailing address when you request information about our Services, request customer or technical support, or otherwise communicate with us.
4	  To Conduct Surveys including contacting you to participate in surveys
4	If you decide to participate, you may be asked to provide certain information which may include Personal Data.
4	  To Allow You to Use our Interactive Features such as forums, blogs, chat and messaging services, and social media pages
4	Jam City and other individuals who use our Services may collect the information you submit or make available through these interactive features
4	Any information shared on the public sections of these channels will be considered ※public§ and may not be subject to the privacy protections referenced herein.
4	  To Allow You to Register for Sweepstakes or Contests including processing contact information you provide may be used to reach you about the sweepstakes or contest and for other promotional, marketing and business purposes, if permitted by law
4	In some jurisdictions, we are required to publicly share information of winners.
4	  To De-Identify and Aggregate Information
0	We may use Personal Data and other information about you to create de-identified and/or aggregated information, such as de-identified demographic information, de-identified location information, de-identified or aggregated trends, reports, or statistics, de-identified or aggregated information about the computer or device from which you access our Services, or other analyses we create.
0	  Other Uses
4	We may use Personal Data to pursue our legitimate interests, research (including marketing research), network and information security, and fraud prevention. In addition, Jam City may use Personal Data for other purposes that are clearly disclosed to you at the time you provide Personal Data or with your consent.
0	  Cookies, Pixel Tags/Web Beacons, Analytics Information, Mobile Device Identifiers, and Interest-Based Advertising
1	We, as well as third parties that provide content, advertising, or other functionality on the Services, may use cookies, pixel tags, local storage, and other technologies (※Technologies§) to automatically collect information through the Services.
0	 Technologies are essentially small data files placed on your computer, tablet, mobile phone, or other devices that allow us to record certain pieces of information whenever you visit or interact with our Services.
0	  Cookies
0	Cookies are small text files placed in visitors＊ device browsers to store their preferences
0	Most browsers allow you to block and delete cookies
0	However, if you do that, the Services may not work properly.
0	  Pixel Tags/Web Beacons
0	A pixel tag (also known as a web beacon) is a piece of code embedded on the Services that collects information about users＊ engagement on that web page
0	The use of a pixel allows us to record, for example, that a user has visited a particular web page or clicked on a particular advertisement
0	We may also include web beacons in e-mails to understand whether messages have been opened, acted on, or forwarded.
0	  Mobile Device Identifiers
0	We may share the advertising identifier associated with your mobile device or tablet (such as the Apple IDFA and Google Advertising ID) with advertisers
0	An advertising identifier is an alphanumeric string that can be used to identify your device so that advertisers can serve relevant ads to you
0	We use the Apple IDFA only as permitted by Apple, and we use the Google Advertising ID only as permitted by Google
0	An advertising identifier is assigned, and ad tracking is turned on, by default on your mobile device
0	You may limit the use of or reset your advertising device ID using the privacy settings on your mobile device
0	In some cases, you may need to reset the operating system to reset the advertising device ID.
0	  Analytics
1	We may also use Google Analytics to collect information regarding visitor behavior and visitor demographics on our Services. 
5	For more information about Google Analytics, please visit www.google.com/policies/privacy/partners/. 
5	You can opt out of Google＊s collection and processing of data generated by your use of the Services by going to http://tools.google.com/dlpage/gaoptout.
4	Our uses of such Technologies fall into the following general categories:
4	  Operationally Necessary
4	This includes Technologies that allow you access to our Services, applications, and tools that are required to identify irregular site behavior, prevent fraudulent activity and improve security or that allow you to make use of our functions such as shopping-carts, saved search, or similar functions;
4	  Performance Related
4	We may use Technologies to assess the performance of our Services, including as part of our analytic practices to help us understand how our visitors use the Services;
4	  Functionality Related
4	We may use Technologies that allow us to offer you enhanced functionality when accessing or using our Services
4	This may include identifying you when you sign into our Services or keeping track of your specified preferences, interests, or past items viewed;
4	  Advertising or Targeting Related
4	We may use first party or third-party Technologies to deliver content, including ads relevant to your interests, on our Services or on third-party digital properties.
4	  Cookies and Interest Based Advertising
4	  You may stop or restrict the placement of Technologies on your device or remove them by adjusting your preferences as your browser or device permits
0	Please note that cookie-based opt-outs are not effective on mobile applications
0	To separately make choices for mobile apps on a mobile device, you can download the DAA's AppChoices application from your device's app store
0	In addition, for some devices you may use your device's platform controls in your settings to exercise choice (e.g., Android and iOS).
0	  The online advertising industry also provides websites from which you may opt out of receiving targeted ads from data partners and other advertising partners that participate in self-regulatory programs
5	You can access these, and also learn more about targeted advertising and consumer choice and privacy, at www.networkadvertising.org/managing/opt_out.asp, http://www.youronlinechoices.eu/, https://youradchoices.ca/choices/, and www.aboutads.info/choices/.
0	  Please note you must separately opt out in each browser and on each device
0	Advertisements on third party websites that contain the AdChoices link may have been directed to you based on information collected by advertising partners over time and across websites
0	These advertisements provide a mechanism to opt out of the advertising partners＊ use of this information for interest-based advertising purposes.
0	  You can see the list of companies that may implement and/or access cookies on your mobile device, and how to opt-out to such cookies (where available) at http://www.jamcity.com/adpartners/
